name,sqftband,psfband_pred
irwell hill residences,"(0.0, 1.0]","(2.0, 3.0]"
irwell hill residences,"(1.0, 1.5]","(2.0, 3.0]"
irwell hill residences,"(1.5, 2.0]","(2.0, 3.0]"
irwell hill residences,"(2.5, 3.0]","(4.0, 5.0]"
island view,"(3.0, 4.0]","(1.0, 2.0]"
isuites @ marshall,"(0.0, 1.0]","(1.0, 2.0]"
isuites @ palm,"(0.0, 1.0]","(1.0, 2.0]"
isuites @ palm,"(1.0, 1.5]","(1.0, 2.0]"
isuites @ tani,"(0.0, 1.0]","(1.0, 2.0]"
ivory,"(1.0, 1.5]","(1.0, 2.0]"
ivory,"(1.5, 2.0]","(1.0, 2.0]"
ivory heights,"(1.5, 2.0]","(1.0, 2.0]"
j gateway,"(0.0, 1.0]","(2.0, 3.0]"
j gateway,"(1.0, 1.5]","(2.0, 3.0]"
j gateway,"(1.5, 2.0]","(1.0, 2.0]"
j gateway,"(2.0, 2.5]","(2.0, 3.0]"
jade residences,"(0.0, 1.0]","(1.0, 2.0]"
jade residences,"(1.0, 1.5]","(1.0, 2.0]"
jade residences,"(1.5, 2.0]","(1.0, 2.0]"
jadescape,"(0.0, 1.0]","(2.0, 3.0]"
jadescape,"(1.0, 1.5]","(2.0, 3.0]"
jadescape,"(2.0, 2.5]","(1.0, 2.0]"
jalan besar,"(0.0, 1.0]","(1.0, 2.0]"
jalan besar,"(1.0, 1.5]","(1.0, 2.0]"
jalan bunga rampai,"(0.0, 1.0]","(2.0, 3.0]"
jalan intan,"(0.0, 1.0]","(1.0, 2.0]"
jalan kemaman,"(0.0, 1.0]","(2.0, 3.0]"
jalan lapang,"(0.0, 1.0]","(2.0, 3.0]"
jalan lempeng,"(0.0, 1.0]","(1.0, 2.0]"
jalan lempeng,"(1.0, 1.5]","(1.0, 2.0]"
jalan lempeng,"(3.0, 4.0]","(1.0, 2.0]"
jalan molek,"(0.0, 1.0]","(1.0, 2.0]"
jalan molek,"(1.0, 1.5]","(1.0, 2.0]"
jalan remaja,"(0.0, 1.0]","(1.0, 2.0]"
jardin,"(1.0, 1.5]","(2.0, 3.0]"
jardin,"(1.5, 2.0]","(2.0, 3.0]"
jc court,"(1.0, 1.5]","(1.0, 2.0]"
jervois lodge,"(0.0, 1.0]","(2.0, 3.0]"
jervois meadows,"(1.0, 1.5]","(1.0, 2.0]"
jervois regency,"(0.0, 1.0]","(1.0, 2.0]"
jervois regency,"(1.5, 2.0]","(1.0, 2.0]"
jervois road,"(0.0, 1.0]","(2.0, 3.0]"
jervois treasures,"(0.0, 1.0]","(2.0, 3.0]"
jervois treasures,"(1.0, 1.5]","(2.0, 3.0]"
jervois view,"(4.0, 5.0]","(2.0, 3.0]"
jewel @ buangkok,"(0.0, 1.0]","(1.0, 2.0]"
jewel @ buangkok,"(1.0, 1.5]","(1.0, 2.0]"
jewel of balmoral,"(0.0, 1.0]","(2.0, 3.0]"
jewel of balmoral,"(1.0, 1.5]","(2.0, 3.0]"
jia,"(3.0, 4.0]","(1.0, 2.0]"
joo chiat apartments,"(1.0, 1.5]","(1.0, 2.0]"
joo chiat mansions,"(1.0, 1.5]","(1.0, 2.0]"
joo chiat mansions,"(1.5, 2.0]","(1.0, 2.0]"
joo chiat place,"(0.0, 1.0]","(1.0, 2.0]"
joo chiat place,"(1.5, 2.0]","(1.0, 2.0]"
jool suites,"(0.0, 1.0]","(1.0, 2.0]"
jui residences,"(0.0, 1.0]","(2.0, 3.0]"
juniper hill,"(0.0, 1.0]","(3.0, 4.0]"
juniper hill,"(1.0, 1.5]","(2.0, 3.0]"
juniper hill,"(1.5, 2.0]","(3.0, 4.0]"
juniper hill,"(2.0, 2.5]","(3.0, 4.0]"
jupiter 18,"(0.0, 1.0]","(1.0, 2.0]"
jupiter 18,"(1.0, 1.5]","(1.0, 2.0]"
kallang riverside,"(0.0, 1.0]","(3.0, 4.0]"
kallang riverside,"(1.0, 1.5]","(2.0, 3.0]"
kallang riverside,"(1.5, 2.0]","(2.0, 3.0]"
kallang riverside,"(3.0, 4.0]","(4.0, 5.0]"
kandis residence,"(0.0, 1.0]","(1.0, 2.0]"
kasturina lodge,"(0.0, 1.0]","(2.0, 3.0]"
katong regency,"(0.0, 1.0]","(2.0, 3.0]"
katong regency,"(1.0, 1.5]","(1.0, 2.0]"
kellock lodge,"(1.0, 1.5]","(2.0, 3.0]"
kembangan plaza,"(0.0, 1.0]","(1.0, 2.0]"
kembangan suites,"(0.0, 1.0]","(1.0, 2.0]"
kensington park condominium,"(2.0, 2.5]","(1.0, 2.0]"
kensington square,"(0.0, 1.0]","(1.0, 2.0]"
kensington square,"(1.0, 1.5]","(1.0, 2.0]"
kent residences,"(0.0, 1.0]","(1.0, 2.0]"
kent ridge hill residences,"(0.0, 1.0]","(2.0, 3.0]"
kent ridge hill residences,"(1.0, 1.5]","(2.0, 3.0]"
kent ridge hill residences,"(1.5, 2.0]","(1.0, 2.0]"
kent ridge hill residences,"(2.0, 2.5]","(1.0, 2.0]"
kentish court,"(1.0, 1.5]","(1.0, 2.0]"
kentish green,"(1.0, 1.5]","(1.0, 2.0]"
kentish lodge,"(1.0, 1.5]","(1.0, 2.0]"
kerrisdale,"(0.0, 1.0]","(1.0, 2.0]"
kerrisdale,"(1.0, 1.5]","(1.0, 2.0]"
kew green,"(3.0, 4.0]","(0.0, 1.0]"
ki residences at brookvale,"(0.0, 1.0]","(2.0, 3.0]"
ki residences at brookvale,"(1.0, 1.5]","(2.0, 3.0]"
kilat court,"(2.0, 2.5]","(1.0, 2.0]"
killiney 118,"(0.0, 1.0]","(2.0, 3.0]"
kim keat gardens,"(2.5, 3.0]","(0.0, 1.0]"
kim keat house,"(1.0, 1.5]","(1.0, 2.0]"
kim sia court,"(1.0, 1.5]","(3.0, 4.0]"
king albert park,"(0.0, 1.0]","(2.0, 3.0]"
king albert park,"(1.0, 1.5]","(1.0, 2.0]"
king's arcade,"(1.5, 2.0]","(1.0, 2.0]"
king's mansion,"(1.5, 2.0]","(1.0, 2.0]"
kingsford . hillview peak,"(0.0, 1.0]","(1.0, 2.0]"
kingsford . hillview peak,"(1.0, 1.5]","(1.0, 2.0]"
kingsford . hillview peak,"(1.5, 2.0]","(1.0, 2.0]"
kingsford . hillview peak,"(2.0, 2.5]","(1.0, 2.0]"
kingsford waterbay,"(0.0, 1.0]","(1.0, 2.0]"
kingsford waterbay,"(1.0, 1.5]","(1.0, 2.0]"
kingsford waterbay,"(1.5, 2.0]","(1.0, 2.0]"
kingston terrace,"(0.0, 1.0]","(1.0, 2.0]"
klimt cairnhill,"(0.0, 1.0]","(3.0, 4.0]"
klimt cairnhill,"(1.0, 1.5]","(4.0, 5.0]"
klimt cairnhill,"(2.0, 2.5]","(4.0, 5.0]"
klimt cairnhill,"(4.0, 5.0]","(5.0, 6.5]"
klimt cairnhill,"(5.0, 15.0]","(5.0, 6.5]"
kopar at newton,"(0.0, 1.0]","(2.0, 3.0]"
kopar at newton,"(1.0, 1.5]","(2.0, 3.0]"
kopar at newton,"(1.5, 2.0]","(2.0, 3.0]"
kopar at newton,"(2.5, 3.0]","(2.0, 3.0]"
kovan grandeur,"(0.0, 1.0]","(1.0, 2.0]"
kovan melody,"(0.0, 1.0]","(1.0, 2.0]"
kovan melody,"(1.0, 1.5]","(1.0, 2.0]"
kovan regency,"(0.0, 1.0]","(1.0, 2.0]"
kovan regency,"(1.0, 1.5]","(1.0, 2.0]"
kovan regency,"(3.0, 4.0]","(1.0, 2.0]"
kovan residences,"(0.0, 1.0]","(1.0, 2.0]"
kovan residences,"(1.0, 1.5]","(1.0, 2.0]"
kovan residences,"(1.5, 2.0]","(1.0, 2.0]"
kovan residences,"(3.0, 4.0]","(1.0, 2.0]"
l'viv,"(0.0, 1.0]","(2.0, 3.0]"
l'viv,"(1.0, 1.5]","(2.0, 3.0]"
la brisa,"(0.0, 1.0]","(1.0, 2.0]"
la casa,"(0.0, 1.0]","(1.0, 2.0]"
la casa,"(1.0, 1.5]","(1.0, 2.0]"
la crystal,"(0.0, 1.0]","(2.0, 3.0]"
la fiesta,"(0.0, 1.0]","(1.0, 2.0]"
la fiesta,"(1.0, 1.5]","(1.0, 2.0]"
la fleur,"(0.0, 1.0]","(1.0, 2.0]"
la maison,"(1.0, 1.5]","(1.0, 2.0]"
la maison,"(4.0, 5.0]","(1.0, 2.0]"
la mariposa,"(0.0, 1.0]","(2.0, 3.0]"
la mariposa,"(1.0, 1.5]","(1.0, 2.0]"
la vida @ 130,"(0.0, 1.0]","(1.0, 2.0]"
lagoon view,"(1.5, 2.0]","(1.0, 2.0]"
laguna park,"(1.5, 2.0]","(1.0, 2.0]"
lake grande,"(0.0, 1.0]","(1.0, 2.0]"
lake grande,"(1.0, 1.5]","(1.0, 2.0]"
lake life,"(0.0, 1.0]","(1.0, 2.0]"
lake life,"(1.0, 1.5]","(1.0, 2.0]"
lake life,"(1.5, 2.0]","(1.0, 2.0]"
lakeholmz,"(1.0, 1.5]","(1.0, 2.0]"
lakeholmz,"(1.5, 2.0]","(1.0, 2.0]"
lakepoint condominium,"(1.5, 2.0]","(0.0, 1.0]"
lakeside tower,"(1.5, 2.0]","(0.0, 1.0]"
lakeville,"(0.0, 1.0]","(1.0, 2.0]"
lakeville,"(1.0, 1.5]","(1.0, 2.0]"
lakeville,"(1.5, 2.0]","(1.0, 2.0]"
lakeville,"(2.0, 2.5]","(1.0, 2.0]"
langston ville,"(0.0, 1.0]","(2.0, 3.0]"
latitude,"(2.5, 3.0]","(2.0, 3.0]"
latitude,"(5.0, 15.0]","(2.0, 3.0]"
lattice one,"(0.0, 1.0]","(1.0, 2.0]"
lattice one,"(1.0, 1.5]","(1.0, 2.0]"
laurel tree,"(0.0, 1.0]","(1.0, 2.0]"
laverne's loft,"(0.0, 1.0]","(1.0, 2.0]"
le conney park,"(1.0, 1.5]","(1.0, 2.0]"
le crescendo,"(1.0, 1.5]","(1.0, 2.0]"
le hill condominium,"(1.0, 1.5]","(1.0, 2.0]"
le marican,"(0.0, 1.0]","(1.0, 2.0]"
le nouvel ardmore,"(3.0, 4.0]","(5.0, 6.5]"
le nouvel ardmore,"(5.0, 15.0]","(5.0, 6.5]"
le quest,"(0.0, 1.0]","(1.0, 2.0]"
le regal,"(0.0, 1.0]","(1.0, 2.0]"
le reve,"(0.0, 1.0]","(1.0, 2.0]"
le shantier,"(1.5, 2.0]","(1.0, 2.0]"
le somme,"(0.0, 1.0]","(1.0, 2.0]"
le wood,"(0.0, 1.0]","(1.0, 2.0]"
le wood,"(1.0, 1.5]","(1.0, 2.0]"
leedon 2,"(1.0, 1.5]","(2.0, 3.0]"
leedon green,"(0.0, 1.0]","(2.0, 3.0]"
leedon green,"(1.0, 1.5]","(3.0, 4.0]"
leedon heights,"(1.0, 1.5]","(1.0, 2.0]"
leedon residence,"(0.0, 1.0]","(2.0, 3.0]"
leedon residence,"(1.0, 1.5]","(3.0, 4.0]"
leedon residence,"(2.0, 2.5]","(2.0, 3.0]"
legenda at joo chiat,"(1.0, 1.5]","(1.0, 2.0]"
leicester suites,"(0.0, 1.0]","(1.0, 2.0]"
leighwoods,"(2.0, 2.5]","(1.0, 2.0]"
leonie hill residences,"(1.0, 1.5]","(2.0, 3.0]"
leonie suites,"(0.0, 1.0]","(2.0, 3.0]"
leonie towers,"(0.0, 1.0]","(2.0, 3.0]"
leonie towers,"(1.0, 1.5]","(2.0, 3.0]"
leonie towers,"(1.5, 2.0]","(2.0, 3.0]"
leonie towers,"(2.0, 2.5]","(4.0, 5.0]"
leonie towers,"(2.5, 3.0]","(4.0, 5.0]"
les maisons nassim,"(5.0, 15.0]","(6.5, 8.6]"
levenue,"(0.0, 1.0]","(1.0, 2.0]"
leville isuites,"(0.0, 1.0]","(2.0, 3.0]"
leville isuites,"(1.0, 1.5]","(1.0, 2.0]"
liiv residences,"(0.0, 1.0]","(2.0, 3.0]"
liiv residences,"(1.0, 1.5]","(1.0, 2.0]"
lilydale,"(1.0, 1.5]","(0.0, 1.0]"
lincoln suites,"(0.0, 1.0]","(2.0, 3.0]"
lincoln suites,"(2.5, 3.0]","(2.0, 3.0]"
lincoln suites,"(3.0, 4.0]","(2.0, 3.0]"
lincoln suites,"(4.0, 5.0]","(1.0, 2.0]"
lincoln suites,"(5.0, 15.0]","(1.0, 2.0]"
liv @ mb,"(0.0, 1.0]","(2.0, 3.0]"
liv on sophia,"(0.0, 1.0]","(2.0, 3.0]"
liv on wilkie,"(0.0, 1.0]","(2.0, 3.0]"
livia,"(0.0, 1.0]","(1.0, 2.0]"
livia,"(1.0, 1.5]","(1.0, 2.0]"
livia,"(2.5, 3.0]","(1.0, 2.0]"
lloyd road,"(4.0, 5.0]","(2.0, 3.0]"
lloyd sixtyfive,"(0.0, 1.0]","(3.0, 4.0]"
lloyd sixtyfive,"(1.5, 2.0]","(3.0, 4.0]"
lloyd sixtyfive,"(2.0, 2.5]","(3.0, 4.0]"
lloyd sixtyfive,"(3.0, 4.0]","(3.0, 4.0]"
lloyd sixtyfive,"(5.0, 15.0]","(3.0, 4.0]"
loft @ nathan,"(0.0, 1.0]","(2.0, 3.0]"
loft @ nathan,"(1.0, 1.5]","(1.0, 2.0]"
loft @ rangoon,"(0.0, 1.0]","(1.0, 2.0]"
loft @ stevens,"(0.0, 1.0]","(2.0, 3.0]"
lorong 1a toa payoh,"(1.0, 1.5]","(1.0, 2.0]"
lorong 31 geylang,"(1.5, 2.0]","(1.0, 2.0]"
lorong 34 geylang,"(1.0, 1.5]","(1.0, 2.0]"
lorong 40 geylang,"(1.0, 1.5]","(1.0, 2.0]"
lorong 6 toa payoh,"(0.0, 1.0]","(2.0, 3.0]"
lorong k telok kurau,"(1.0, 1.5]","(1.0, 2.0]"
lorong l telok kurau,"(2.0, 2.5]","(1.0, 2.0]"
lorong marzuki,"(1.0, 1.5]","(1.0, 2.0]"
loyang valley,"(0.0, 1.0]","(1.0, 2.0]"
loyang valley,"(1.0, 1.5]","(0.0, 1.0]"
loyang view,"(0.0, 1.0]","(0.0, 1.0]"
lucida,"(0.0, 1.0]","(2.0, 3.0]"
lucida,"(1.0, 1.5]","(1.0, 2.0]"
lucida,"(3.0, 4.0]","(1.0, 2.0]"
lucida,"(4.0, 5.0]","(1.0, 2.0]"
lucky plaza,"(0.0, 1.0]","(2.0, 3.0]"
lucky plaza,"(1.5, 2.0]","(2.0, 3.0]"
luma,"(0.0, 1.0]","(2.0, 3.0]"
lumiere,"(0.0, 1.0]","(2.0, 3.0]"
lumiere,"(1.0, 1.5]","(1.0, 2.0]"
lumiere,"(2.0, 2.5]","(1.0, 2.0]"
lumiere,"(2.5, 3.0]","(2.0, 3.0]"
lumiere,"(5.0, 15.0]","(2.0, 3.0]"
lush acres,"(0.0, 1.0]","(1.0, 2.0]"
lush acres,"(1.0, 1.5]","(1.0, 2.0]"
lush on holland hill,"(3.0, 4.0]","(2.0, 3.0]"
luxe ville,"(1.0, 1.5]","(1.0, 2.0]"
m suites,"(1.0, 1.5]","(1.0, 2.0]"
m5,"(0.0, 1.0]","(2.0, 3.0]"
m66,"(0.0, 1.0]","(1.0, 2.0]"
m66,"(1.0, 1.5]","(1.0, 2.0]"
mackenzie 138,"(0.0, 1.0]","(1.0, 2.0]"
mackenzie 88,"(0.0, 1.0]","(2.0, 3.0]"
mackenzie 88,"(1.0, 1.5]","(2.0, 3.0]"
mackenzie regency,"(1.0, 1.5]","(1.0, 2.0]"
malvern springs,"(2.0, 2.5]","(1.0, 2.0]"
mandalay towers,"(2.5, 3.0]","(2.0, 3.0]"
mandale heights,"(0.0, 1.0]","(1.0, 2.0]"
mandale heights,"(1.0, 1.5]","(1.0, 2.0]"
mandarin gardens,"(0.0, 1.0]","(1.0, 2.0]"
mandarin gardens,"(1.5, 2.0]","(1.0, 2.0]"
mandarin gardens,"(2.0, 2.5]","(1.0, 2.0]"
margaret ville,"(0.0, 1.0]","(2.0, 3.0]"
margate road,"(2.5, 3.0]","(2.0, 3.0]"
marina bay residences,"(0.0, 1.0]","(2.0, 3.0]"
marina bay residences,"(1.0, 1.5]","(2.0, 3.0]"
marina bay residences,"(1.5, 2.0]","(2.0, 3.0]"
marina bay residences,"(2.0, 2.5]","(4.0, 5.0]"
marina bay residences,"(2.5, 3.0]","(4.0, 5.0]"
marina bay residences,"(3.0, 4.0]","(4.0, 5.0]"
marina bay residences,"(4.0, 5.0]","(4.0, 5.0]"
marina bay suites,"(1.5, 2.0]","(2.0, 3.0]"
marina bay suites,"(2.0, 2.5]","(2.0, 3.0]"
marina bay suites,"(2.5, 3.0]","(2.0, 3.0]"
marina collection,"(0.0, 1.0]","(2.0, 3.0]"
marina collection,"(2.0, 2.5]","(2.0, 3.0]"
marina collection,"(2.5, 3.0]","(2.0, 3.0]"
marina collection,"(3.0, 4.0]","(2.0, 3.0]"
marina collection,"(4.0, 5.0]","(2.0, 3.0]"
marina one residences,"(0.0, 1.0]","(2.0, 3.0]"
marina one residences,"(1.0, 1.5]","(2.0, 3.0]"
marina one residences,"(1.5, 2.0]","(2.0, 3.0]"
marina one residences,"(2.0, 2.5]","(3.0, 4.0]"
marina one residences,"(5.0, 15.0]","(3.0, 4.0]"
marine blue,"(0.0, 1.0]","(2.0, 3.0]"
marine blue,"(1.0, 1.5]","(2.0, 3.0]"
marine blue,"(1.5, 2.0]","(1.0, 2.0]"
marine blue,"(3.0, 4.0]","(1.0, 2.0]"
marine drive,"(1.0, 1.5]","(2.0, 3.0]"
marine ville,"(1.0, 1.5]","(1.0, 2.0]"
martin modern,"(0.0, 1.0]","(3.0, 4.0]"
martin modern,"(1.0, 1.5]","(3.0, 4.0]"
martin modern,"(1.5, 2.0]","(2.0, 3.0]"
martin no 38,"(0.0, 1.0]","(3.0, 4.0]"
martin no 38,"(1.0, 1.5]","(3.0, 4.0]"
martin place residences,"(0.0, 1.0]","(2.0, 3.0]"
martin place residences,"(1.0, 1.5]","(2.0, 3.0]"
martin place residences,"(2.0, 2.5]","(2.0, 3.0]"
mayfair gardens,"(0.0, 1.0]","(2.0, 3.0]"
mayfair gardens,"(1.0, 1.5]","(2.0, 3.0]"
mayfair gardens,"(1.5, 2.0]","(2.0, 3.0]"
mayfair modern,"(0.0, 1.0]","(2.0, 3.0]"
mayfair modern,"(1.0, 1.5]","(2.0, 3.0]"
mayfair modern,"(1.5, 2.0]","(2.0, 3.0]"
maysprings,"(0.0, 1.0]","(1.0, 2.0]"
maysprings,"(1.0, 1.5]","(1.0, 2.0]"
meadows @ peirce,"(1.5, 2.0]","(1.0, 2.0]"
medge,"(0.0, 1.0]","(1.0, 2.0]"
meier suites,"(1.5, 2.0]","(1.0, 2.0]"
melinia court,"(0.0, 1.0]","(1.0, 2.0]"
melosa,"(0.0, 1.0]","(1.0, 2.0]"
melrose ville,"(0.0, 1.0]","(1.0, 2.0]"
melville park,"(0.0, 1.0]","(0.0, 1.0]"
melville park,"(1.0, 1.5]","(0.0, 1.0]"
mendon spring,"(1.0, 1.5]","(1.0, 2.0]"
mera springs,"(1.0, 1.5]","(1.0, 2.0]"
mera springs,"(1.5, 2.0]","(2.0, 3.0]"
meraprime,"(1.0, 1.5]","(2.0, 3.0]"
merawoods,"(1.0, 1.5]","(1.0, 2.0]"
meridian 38,"(1.0, 1.5]","(1.0, 2.0]"
metro loft,"(0.0, 1.0]","(1.0, 2.0]"
meyer mansion,"(0.0, 1.0]","(3.0, 4.0]"
meyer mansion,"(1.0, 1.5]","(2.0, 3.0]"
meyer mansion,"(1.5, 2.0]","(2.0, 3.0]"
meyerhouse,"(1.0, 1.5]","(2.0, 3.0]"
meyerhouse,"(1.5, 2.0]","(2.0, 3.0]"
meyerhouse,"(2.0, 2.5]","(3.0, 4.0]"
meyerhouse,"(2.5, 3.0]","(2.0, 3.0]"
meyerhouse,"(3.0, 4.0]","(2.0, 3.0]"
meyerhouse,"(5.0, 15.0]","(2.0, 3.0]"
mi casa,"(0.0, 1.0]","(1.0, 2.0]"
mi casa,"(1.0, 1.5]","(1.0, 2.0]"
midtown bay,"(0.0, 1.0]","(3.0, 4.0]"
midtown bay,"(1.0, 1.5]","(3.0, 4.0]"
midtown modern,"(0.0, 1.0]","(3.0, 4.0]"
midtown modern,"(1.0, 1.5]","(2.0, 3.0]"
midtown modern,"(1.5, 2.0]","(2.0, 3.0]"
midtown modern,"(3.0, 4.0]","(4.0, 5.0]"
midtown residences,"(0.0, 1.0]","(1.0, 2.0]"
midwood,"(0.0, 1.0]","(1.0, 2.0]"
midwood,"(1.0, 1.5]","(1.0, 2.0]"
mill creek,"(0.0, 1.0]","(1.0, 2.0]"
mill creek,"(2.0, 2.5]","(1.0, 2.0]"
mimosa park,"(2.0, 2.5]","(1.0, 2.0]"
minbu court,"(1.5, 2.0]","(1.0, 2.0]"
minbu villa,"(2.0, 2.5]","(1.0, 2.0]"
mint residences @ jansen,"(0.0, 1.0]","(1.0, 2.0]"
mint residences @ jansen,"(1.0, 1.5]","(1.0, 2.0]"
mirage tower,"(1.5, 2.0]","(2.0, 3.0]"
miro,"(1.0, 1.5]","(1.0, 2.0]"
miro,"(1.5, 2.0]","(2.0, 3.0]"
modena,"(1.0, 1.5]","(1.0, 2.0]"
modena,"(1.5, 2.0]","(1.0, 2.0]"
mon jervois,"(0.0, 1.0]","(2.0, 3.0]"
mon jervois,"(1.0, 1.5]","(2.0, 3.0]"
mon jervois,"(1.5, 2.0]","(2.0, 3.0]"
mon jervois,"(2.0, 2.5]","(1.0, 2.0]"
mon jervois,"(2.5, 3.0]","(1.0, 2.0]"
mon jervois,"(3.0, 4.0]","(1.0, 2.0]"
montebleu,"(0.0, 1.0]","(1.0, 2.0]"
monterey park condominium,"(1.0, 1.5]","(1.0, 2.0]"
monterey park condominium,"(1.5, 2.0]","(1.0, 2.0]"
montrosa,"(1.0, 1.5]","(1.0, 2.0]"
monville mansions,"(1.5, 2.0]","(1.0, 2.0]"
mooi residences,"(0.0, 1.0]","(2.0, 3.0]"
mooi residences,"(1.0, 1.5]","(2.0, 3.0]"
mori,"(0.0, 1.0]","(2.0, 3.0]"
mori,"(1.0, 1.5]","(1.0, 2.0]"
moulmein rise,"(0.0, 1.0]","(2.0, 3.0]"
mount echo park,"(1.0, 1.5]","(3.0, 4.0]"
mount sophia,"(0.0, 1.0]","(2.0, 3.0]"
mount sophia,"(1.0, 1.5]","(2.0, 3.0]"
mount sophia suites,"(0.0, 1.0]","(2.0, 3.0]"
mountbatten lodge,"(0.0, 1.0]","(1.0, 2.0]"
mountbatten suites,"(0.0, 1.0]","(1.0, 2.0]"
mulberry tree,"(0.0, 1.0]","(1.0, 2.0]"
mutiara crest,"(0.0, 1.0]","(2.0, 3.0]"
mutiara crest,"(1.0, 1.5]","(2.0, 3.0]"
my manhattan,"(0.0, 1.0]","(1.0, 2.0]"
my manhattan,"(1.0, 1.5]","(1.0, 2.0]"
my manhattan,"(1.5, 2.0]","(1.0, 2.0]"
myra,"(0.0, 1.0]","(2.0, 3.0]"
myra,"(1.0, 1.5]","(2.0, 3.0]"
namly court,"(1.5, 2.0]","(1.0, 2.0]"
nassim 9,"(2.5, 3.0]","(3.0, 4.0]"
nassim 9,"(3.0, 4.0]","(3.0, 4.0]"
nassim jade,"(2.0, 2.5]","(3.0, 4.0]"
nassim mansion,"(2.5, 3.0]","(3.0, 4.0]"
nassim mansion,"(3.0, 4.0]","(3.0, 4.0]"
nassim park residences,"(3.0, 4.0]","(3.0, 4.0]"
nassim park residences,"(4.0, 5.0]","(3.0, 4.0]"
nathan place,"(1.0, 1.5]","(1.0, 2.0]"
nathan residences,"(0.0, 1.0]","(2.0, 3.0]"
nathan suites,"(0.0, 1.0]","(2.0, 3.0]"
nathan suites,"(1.5, 2.0]","(2.0, 3.0]"
nathan suites,"(2.0, 2.5]","(2.0, 3.0]"
nathan suites,"(4.0, 5.0]","(2.0, 3.0]"
natura@hillview,"(0.0, 1.0]","(1.0, 2.0]"
natura@hillview,"(1.0, 1.5]","(1.0, 2.0]"
naturalis,"(0.0, 1.0]","(1.0, 2.0]"
neem tree,"(0.0, 1.0]","(2.0, 3.0]"
neem tree,"(1.0, 1.5]","(1.0, 2.0]"
neptune court,"(1.0, 1.5]","(1.0, 2.0]"
neptune court,"(1.5, 2.0]","(1.0, 2.0]"
ness,"(0.0, 1.0]","(1.0, 2.0]"
neu at novena,"(0.0, 1.0]","(2.0, 3.0]"
neu at novena,"(1.0, 1.5]","(2.0, 3.0]"
new futura,"(1.0, 1.5]","(3.0, 4.0]"
new futura,"(1.5, 2.0]","(3.0, 4.0]"
new futura,"(2.0, 2.5]","(3.0, 4.0]"
new futura,"(2.5, 3.0]","(3.0, 4.0]"
new futura,"(5.0, 15.0]","(5.0, 6.5]"
newest,"(0.0, 1.0]","(1.0, 2.0]"
newest,"(2.0, 2.5]","(1.0, 2.0]"
newest,"(2.5, 3.0]","(1.0, 2.0]"
newton 18,"(0.0, 1.0]","(2.0, 3.0]"
newton 21,"(3.0, 4.0]","(1.0, 2.0]"
newton edge,"(0.0, 1.0]","(2.0, 3.0]"
newton edge,"(1.0, 1.5]","(1.0, 2.0]"
newton one,"(1.5, 2.0]","(2.0, 3.0]"
newton suites,"(4.0, 5.0]","(2.0, 3.0]"
nicole green,"(0.0, 1.0]","(1.0, 2.0]"
nicole green,"(1.0, 1.5]","(1.0, 2.0]"
nim gardens,"(1.5, 2.0]","(1.0, 2.0]"
nin residence,"(0.0, 1.0]","(1.0, 2.0]"
nin residence,"(1.0, 1.5]","(1.0, 2.0]"
nine residences,"(0.0, 1.0]","(1.0, 2.0]"
nine residences,"(1.0, 1.5]","(1.0, 2.0]"
noma,"(0.0, 1.0]","(1.0, 2.0]"
noma,"(1.0, 1.5]","(1.0, 2.0]"
nomu,"(1.0, 1.5]","(2.0, 3.0]"
nomu,"(3.0, 4.0]","(2.0, 3.0]"
nomu,"(4.0, 5.0]","(2.0, 3.0]"
normanton park,"(0.0, 1.0]","(1.0, 2.0]"
normanton park,"(1.0, 1.5]","(1.0, 2.0]"
normanton park,"(1.5, 2.0]","(1.0, 2.0]"
normanton park,"(2.0, 2.5]","(1.0, 2.0]"
north gaia,"(0.0, 1.0]","(1.0, 2.0]"
north park residences,"(0.0, 1.0]","(1.0, 2.0]"
north park residences,"(1.0, 1.5]","(1.0, 2.0]"
north park residences,"(1.5, 2.0]","(1.0, 2.0]"
northoaks,"(1.0, 1.5]","(0.0, 1.0]"
northoaks,"(2.0, 2.5]","(0.0, 1.0]"
northvale,"(0.0, 1.0]","(1.0, 2.0]"
northvale,"(1.0, 1.5]","(0.0, 1.0]"
northwave,"(0.0, 1.0]","(1.0, 2.0]"
northwave,"(1.0, 1.5]","(0.0, 1.0]"
northwood,"(1.0, 1.5]","(1.0, 2.0]"
nottinghill suites,"(0.0, 1.0]","(1.0, 2.0]"
nouvel 18,"(1.0, 1.5]","(3.0, 4.0]"
nouvel 18,"(1.5, 2.0]","(3.0, 4.0]"
nouvel 18,"(2.0, 2.5]","(3.0, 4.0]"
nouvel 18,"(2.5, 3.0]","(3.0, 4.0]"
nouvel 18,"(3.0, 4.0]","(3.0, 4.0]"
nouvel 18,"(4.0, 5.0]","(5.0, 6.5]"
nouvel 18,"(5.0, 15.0]","(5.0, 6.5]"
nouvelle park,"(1.5, 2.0]","(1.0, 2.0]"
nova 88,"(0.0, 1.0]","(1.0, 2.0]"
nova 88,"(1.0, 1.5]","(1.0, 2.0]"
novena court,"(0.0, 1.0]","(1.0, 2.0]"
novena lodge,"(0.0, 1.0]","(1.0, 2.0]"
novena regency,"(0.0, 1.0]","(2.0, 3.0]"
nuovo,"(1.0, 1.5]","(1.0, 2.0]"
nuovo,"(2.0, 2.5]","(0.0, 1.0]"
