name,sqftband,psfband_pred
the gazania,"(1.0, 1.5]","(2.0, 3.0]"
the gazania,"(1.5, 2.0]","(2.0, 3.0]"
the glacier,"(1.0, 1.5]","(1.0, 2.0]"
the glades,"(0.0, 1.0]","(1.0, 2.0]"
the glades,"(1.0, 1.5]","(1.0, 2.0]"
the glyndebourne,"(1.0, 1.5]","(2.0, 3.0]"
the glyndebourne,"(1.5, 2.0]","(2.0, 3.0]"
the glyndebourne,"(2.5, 3.0]","(2.0, 3.0]"
the glyndebourne,"(3.0, 4.0]","(2.0, 3.0]"
the grandhill,"(1.0, 1.5]","(1.0, 2.0]"
the grange,"(2.0, 2.5]","(3.0, 4.0]"
the grange,"(4.0, 5.0]","(3.0, 4.0]"
the greenwich,"(0.0, 1.0]","(1.0, 2.0]"
the greenwich,"(1.0, 1.5]","(1.0, 2.0]"
the hacienda,"(1.0, 1.5]","(1.0, 2.0]"
the hacienda,"(1.5, 2.0]","(1.0, 2.0]"
the heliconia,"(1.0, 1.5]","(1.0, 2.0]"
the hermitage,"(0.0, 1.0]","(2.0, 3.0]"
the hermitage,"(1.5, 2.0]","(1.0, 2.0]"
the hillford,"(0.0, 1.0]","(1.0, 2.0]"
the hillier,"(0.0, 1.0]","(1.0, 2.0]"
the hillside,"(1.0, 1.5]","(1.0, 2.0]"
the holland collection,"(1.5, 2.0]","(2.0, 3.0]"
the huntington,"(1.0, 1.5]","(2.0, 3.0]"
the hyde,"(0.0, 1.0]","(3.0, 4.0]"
the hyde,"(1.0, 1.5]","(3.0, 4.0]"
the hyde,"(1.5, 2.0]","(3.0, 4.0]"
the imperial,"(1.0, 1.5]","(2.0, 3.0]"
the imperial,"(1.5, 2.0]","(2.0, 3.0]"
the infiniti,"(0.0, 1.0]","(1.0, 2.0]"
the infiniti,"(1.0, 1.5]","(1.0, 2.0]"
the inflora,"(0.0, 1.0]","(1.0, 2.0]"
the inflora,"(1.0, 1.5]","(1.0, 2.0]"
the inflora,"(1.5, 2.0]","(1.0, 2.0]"
the inspira,"(1.0, 1.5]","(2.0, 3.0]"
the interlace,"(0.0, 1.0]","(1.0, 2.0]"
the interlace,"(1.0, 1.5]","(1.0, 2.0]"
the interlace,"(1.5, 2.0]","(1.0, 2.0]"
the interlace,"(2.0, 2.5]","(1.0, 2.0]"
the interlace,"(2.5, 3.0]","(1.0, 2.0]"
the interlace,"(3.0, 4.0]","(1.0, 2.0]"
the interlace,"(4.0, 5.0]","(1.0, 2.0]"
the interlace,"(5.0, 15.0]","(0.0, 1.0]"
the interweave,"(0.0, 1.0]","(1.0, 2.0]"
the iveria,"(0.0, 1.0]","(2.0, 3.0]"
the jade,"(1.0, 1.5]","(1.0, 2.0]"
the jovell,"(0.0, 1.0]","(1.0, 2.0]"
the jovell,"(1.0, 1.5]","(1.0, 2.0]"
the ladyhill,"(3.0, 4.0]","(2.0, 3.0]"
the lakefront residences,"(0.0, 1.0]","(1.0, 2.0]"
the lakefront residences,"(1.0, 1.5]","(1.0, 2.0]"
the lakeshore,"(0.0, 1.0]","(1.0, 2.0]"
the lakeshore,"(1.0, 1.5]","(1.0, 2.0]"
the lanai,"(0.0, 1.0]","(1.0, 2.0]"
the lanai,"(1.0, 1.5]","(1.0, 2.0]"
the landmark,"(0.0, 1.0]","(2.0, 3.0]"
the landmark,"(1.0, 1.5]","(2.0, 3.0]"
the lattiz,"(1.0, 1.5]","(1.0, 2.0]"
the laurels,"(0.0, 1.0]","(3.0, 4.0]"
the laurels,"(1.0, 1.5]","(3.0, 4.0]"
the laurels,"(1.5, 2.0]","(3.0, 4.0]"
the legacy,"(0.0, 1.0]","(1.0, 2.0]"
the legend,"(1.0, 1.5]","(1.0, 2.0]"
the legend,"(4.0, 5.0]","(2.0, 3.0]"
the lenox,"(0.0, 1.0]","(1.0, 2.0]"
the light @ cairnhill,"(1.5, 2.0]","(2.0, 3.0]"
the light @ cairnhill,"(2.0, 2.5]","(2.0, 3.0]"
the lilium,"(0.0, 1.0]","(2.0, 3.0]"
the lilium,"(1.0, 1.5]","(2.0, 3.0]"
the lilium,"(1.5, 2.0]","(1.0, 2.0]"
the linc,"(1.0, 1.5]","(2.0, 3.0]"
the lincoln modern,"(1.0, 1.5]","(1.0, 2.0]"
the lincoln residences,"(1.0, 1.5]","(2.0, 3.0]"
the line @ tanjong rhu,"(0.0, 1.0]","(2.0, 3.0]"
the line @ tanjong rhu,"(1.0, 1.5]","(2.0, 3.0]"
the line @ tanjong rhu,"(2.0, 2.5]","(2.0, 3.0]"
the line @ tanjong rhu,"(2.5, 3.0]","(2.0, 3.0]"
the line @ tanjong rhu,"(3.0, 4.0]","(2.0, 3.0]"
the linear,"(0.0, 1.0]","(1.0, 2.0]"
the linear,"(1.0, 1.5]","(1.0, 2.0]"
the linear,"(1.5, 2.0]","(1.0, 2.0]"
the linq @ beauty world,"(1.0, 1.5]","(2.0, 3.0]"
the loft,"(1.0, 1.5]","(2.0, 3.0]"
the loft,"(1.5, 2.0]","(2.0, 3.0]"
the lumos,"(0.0, 1.0]","(2.0, 3.0]"
the lumos,"(1.0, 1.5]","(2.0, 3.0]"
the lumos,"(1.5, 2.0]","(2.0, 3.0]"
the lumos,"(2.0, 2.5]","(2.0, 3.0]"
the lumos,"(2.5, 3.0]","(2.0, 3.0]"
the lumos,"(3.0, 4.0]","(2.0, 3.0]"
the lumos,"(5.0, 15.0]","(2.0, 3.0]"
the lush,"(0.0, 1.0]","(1.0, 2.0]"
the luxurie,"(0.0, 1.0]","(1.0, 2.0]"
the luxurie,"(1.0, 1.5]","(1.0, 2.0]"
the luxurie,"(2.0, 2.5]","(1.0, 2.0]"
the m,"(0.0, 1.0]","(2.0, 3.0]"
the madeira,"(0.0, 1.0]","(1.0, 2.0]"
the madeira,"(1.0, 1.5]","(1.0, 2.0]"
the makena,"(0.0, 1.0]","(2.0, 3.0]"
the makena,"(1.0, 1.5]","(1.0, 2.0]"
the makena,"(1.5, 2.0]","(1.0, 2.0]"
the marq on paterson hill,"(2.5, 3.0]","(5.0, 6.5]"
the marq on paterson hill,"(3.0, 4.0]","(5.0, 6.5]"
the marq on paterson hill,"(5.0, 15.0]","(6.5, 8.6]"
the mayfair,"(0.0, 1.0]","(1.0, 2.0]"
the mayfair,"(1.0, 1.5]","(1.0, 2.0]"
the maylea,"(0.0, 1.0]","(1.0, 2.0]"
the maylea,"(1.0, 1.5]","(1.0, 2.0]"
the maylea,"(1.5, 2.0]","(1.0, 2.0]"
the mercury,"(0.0, 1.0]","(2.0, 3.0]"
the merlot,"(0.0, 1.0]","(2.0, 3.0]"
the metropolitan condominium,"(0.0, 1.0]","(2.0, 3.0]"
the metropolitan condominium,"(1.0, 1.5]","(1.0, 2.0]"
the metropolitan condominium,"(1.5, 2.0]","(1.0, 2.0]"
the meyer place,"(2.0, 2.5]","(1.0, 2.0]"
the meyerise,"(0.0, 1.0]","(2.0, 3.0]"
the meyerise,"(1.0, 1.5]","(2.0, 3.0]"
the meyerise,"(2.0, 2.5]","(2.0, 3.0]"
the mezzo,"(0.0, 1.0]","(1.0, 2.0]"
the midas,"(1.0, 1.5]","(1.0, 2.0]"
the miltonia residences,"(0.0, 1.0]","(1.0, 2.0]"
the miltonia residences,"(1.0, 1.5]","(1.0, 2.0]"
the miltonia residences,"(1.5, 2.0]","(1.0, 2.0]"
the miltonia residences,"(2.0, 2.5]","(1.0, 2.0]"
the minton,"(0.0, 1.0]","(1.0, 2.0]"
the minton,"(1.0, 1.5]","(1.0, 2.0]"
the minton,"(2.0, 2.5]","(0.0, 1.0]"
the minton,"(2.5, 3.0]","(1.0, 2.0]"
the mkz,"(0.0, 1.0]","(1.0, 2.0]"
the montage,"(1.5, 2.0]","(1.0, 2.0]"
the montana,"(0.0, 1.0]","(2.0, 3.0]"
the montana,"(2.0, 2.5]","(1.0, 2.0]"
the morningside,"(1.5, 2.0]","(2.0, 3.0]"
the morningside,"(2.0, 2.5]","(2.0, 3.0]"
the nassim,"(4.0, 5.0]","(5.0, 6.5]"
the nassim,"(5.0, 15.0]","(3.0, 4.0]"
the nautical,"(0.0, 1.0]","(1.0, 2.0]"
the nautical,"(1.0, 1.5]","(1.0, 2.0]"
the nautical,"(1.5, 2.0]","(1.0, 2.0]"
the navian,"(0.0, 1.0]","(2.0, 3.0]"
the nexus,"(0.0, 1.0]","(2.0, 3.0]"
the oceanfront @ sentosa cove,"(1.0, 1.5]","(1.0, 2.0]"
the oceanfront @ sentosa cove,"(1.5, 2.0]","(1.0, 2.0]"
the oceanfront @ sentosa cove,"(2.0, 2.5]","(2.0, 3.0]"
the oceanfront @ sentosa cove,"(2.5, 3.0]","(2.0, 3.0]"
the oceanfront @ sentosa cove,"(3.0, 4.0]","(2.0, 3.0]"
the oceanfront @ sentosa cove,"(4.0, 5.0]","(1.0, 2.0]"
the oceanfront @ sentosa cove,"(5.0, 15.0]","(2.0, 3.0]"
the octet,"(0.0, 1.0]","(1.0, 2.0]"
the oliv,"(3.0, 4.0]","(3.0, 4.0]"
the oliv,"(4.0, 5.0]","(2.0, 3.0]"
the oliv,"(5.0, 15.0]","(3.0, 4.0]"
the orange grove,"(2.0, 2.5]","(2.0, 3.0]"
the orange grove,"(2.5, 3.0]","(2.0, 3.0]"
the orchard residences,"(1.5, 2.0]","(3.0, 4.0]"
the orchard residences,"(2.0, 2.5]","(4.0, 5.0]"
the orchard residences,"(2.5, 3.0]","(3.0, 4.0]"
the orient,"(0.0, 1.0]","(2.0, 3.0]"
the palette,"(0.0, 1.0]","(1.0, 2.0]"
the palette,"(1.0, 1.5]","(1.0, 2.0]"
the palette,"(2.0, 2.5]","(1.0, 2.0]"
the panorama,"(0.0, 1.0]","(1.0, 2.0]"
the panorama,"(1.0, 1.5]","(1.0, 2.0]"
the parc condominium,"(0.0, 1.0]","(1.0, 2.0]"
the paterson,"(1.0, 1.5]","(2.0, 3.0]"
the paterson edge,"(0.0, 1.0]","(2.0, 3.0]"
the paterson edge,"(1.0, 1.5]","(2.0, 3.0]"
the peak,"(5.0, 15.0]","(1.0, 2.0]"
the peak @ cairnhill i,"(0.0, 1.0]","(2.0, 3.0]"
the peak @ cairnhill ii,"(0.0, 1.0]","(3.0, 4.0]"
the peak @ cairnhill ii,"(1.5, 2.0]","(3.0, 4.0]"
the peak@balmeg,"(0.0, 1.0]","(1.0, 2.0]"
the peak@balmeg,"(1.5, 2.0]","(1.0, 2.0]"
the peak@balmeg,"(2.5, 3.0]","(1.0, 2.0]"
the pearl @ mount faber,"(1.0, 1.5]","(1.0, 2.0]"
the petals,"(1.0, 1.5]","(1.0, 2.0]"
the pier at robertson,"(0.0, 1.0]","(2.0, 3.0]"
the pier at robertson,"(1.5, 2.0]","(2.0, 3.0]"
the plaza,"(0.0, 1.0]","(1.0, 2.0]"
the poiz residences,"(0.0, 1.0]","(2.0, 3.0]"
the poiz residences,"(1.0, 1.5]","(1.0, 2.0]"
the poiz residences,"(1.5, 2.0]","(1.0, 2.0]"
the princeton,"(0.0, 1.0]","(2.0, 3.0]"
the promenade@pelikat,"(0.0, 1.0]","(1.0, 2.0]"
the promenade@pelikat,"(1.0, 1.5]","(1.0, 2.0]"
the quartz,"(1.0, 1.5]","(1.0, 2.0]"
the quartz,"(1.5, 2.0]","(1.0, 2.0]"
the quayside,"(1.0, 1.5]","(1.0, 2.0]"
the quinn,"(0.0, 1.0]","(1.0, 2.0]"
the quinn,"(1.5, 2.0]","(1.0, 2.0]"
the quintet,"(1.0, 1.5]","(0.0, 1.0]"
the quintet,"(1.5, 2.0]","(1.0, 2.0]"
the rainforest,"(1.0, 1.5]","(1.0, 2.0]"
the rainforest,"(1.5, 2.0]","(1.0, 2.0]"
the rainforest,"(2.0, 2.5]","(1.0, 2.0]"
the raintree,"(0.0, 1.0]","(1.0, 2.0]"
the raintree,"(1.0, 1.5]","(1.0, 2.0]"
the raintree,"(1.5, 2.0]","(1.0, 2.0]"
the red house,"(0.0, 1.0]","(1.0, 2.0]"
the reef at king’s dock,"(0.0, 1.0]","(2.0, 3.0]"
the reef at king’s dock,"(1.0, 1.5]","(2.0, 3.0]"
the reef at king’s dock,"(1.5, 2.0]","(2.0, 3.0]"
the regalia,"(0.0, 1.0]","(1.0, 2.0]"
the regency at tiong bahru,"(0.0, 1.0]","(2.0, 3.0]"
the residences at w singapore sentosa cove,"(1.0, 1.5]","(3.0, 4.0]"
the residences at w singapore sentosa cove,"(1.5, 2.0]","(3.0, 4.0]"
the rise @ oxley,"(0.0, 1.0]","(2.0, 3.0]"
the riverine by the park,"(0.0, 1.0]","(2.0, 3.0]"
the riverine by the park,"(1.0, 1.5]","(2.0, 3.0]"
the riverine by the park,"(2.5, 3.0]","(2.0, 3.0]"
the riverside piazza,"(1.0, 1.5]","(1.0, 2.0]"
the riverwalk,"(1.0, 1.5]","(1.0, 2.0]"
the riverwalk,"(1.5, 2.0]","(1.0, 2.0]"
the rochester residences,"(0.0, 1.0]","(1.0, 2.0]"
the rochester residences,"(1.0, 1.5]","(1.0, 2.0]"
the rochester residences,"(1.5, 2.0]","(1.0, 2.0]"
the rochester residences,"(2.0, 2.5]","(2.0, 3.0]"
the rochester residences,"(3.0, 4.0]","(1.0, 2.0]"
the rochester residences,"(4.0, 5.0]","(1.0, 2.0]"
the sail @ marina bay,"(0.0, 1.0]","(2.0, 3.0]"
the sail @ marina bay,"(1.0, 1.5]","(2.0, 3.0]"
the sail @ marina bay,"(1.5, 2.0]","(2.0, 3.0]"
the sail @ marina bay,"(2.0, 2.5]","(2.0, 3.0]"
the sail @ marina bay,"(5.0, 15.0]","(1.0, 2.0]"
the sanctuary @ geylang,"(0.0, 1.0]","(1.0, 2.0]"
the santorini,"(0.0, 1.0]","(1.0, 2.0]"
the santorini,"(1.0, 1.5]","(1.0, 2.0]"
the scala,"(0.0, 1.0]","(2.0, 3.0]"
the scala,"(1.0, 1.5]","(1.0, 2.0]"
the scala,"(1.5, 2.0]","(1.0, 2.0]"
the scenic @ braddell,"(0.0, 1.0]","(1.0, 2.0]"
the scotts tower,"(0.0, 1.0]","(3.0, 4.0]"
the scotts tower,"(1.0, 1.5]","(5.0, 6.5]"
the scotts tower,"(3.0, 4.0]","(4.0, 5.0]"
the seafront on meyer,"(1.5, 2.0]","(2.0, 3.0]"
the seafront on meyer,"(2.0, 2.5]","(2.0, 3.0]"
the seawind,"(0.0, 1.0]","(1.0, 2.0]"
the seawind,"(1.0, 1.5]","(1.0, 2.0]"
the seawind,"(3.0, 4.0]","(1.0, 2.0]"
the serenade @ holland,"(1.5, 2.0]","(1.0, 2.0]"
the serennia,"(1.0, 1.5]","(1.0, 2.0]"
the serenno,"(0.0, 1.0]","(1.0, 2.0]"
the serenno,"(1.0, 1.5]","(1.0, 2.0]"
the serenno,"(1.5, 2.0]","(1.0, 2.0]"
the shaughnessy,"(0.0, 1.0]","(1.0, 2.0]"
the shelford,"(0.0, 1.0]","(2.0, 3.0]"
the shore residences,"(0.0, 1.0]","(1.0, 2.0]"
the shore residences,"(1.0, 1.5]","(1.0, 2.0]"
the sierra,"(1.0, 1.5]","(1.0, 2.0]"
the sixth avenue residences,"(1.5, 2.0]","(1.0, 2.0]"
the skywoods,"(0.0, 1.0]","(1.0, 2.0]"
the skywoods,"(1.0, 1.5]","(1.0, 2.0]"
the solitaire,"(1.5, 2.0]","(2.0, 3.0]"
the solitaire,"(2.0, 2.5]","(2.0, 3.0]"
the sorrento,"(0.0, 1.0]","(1.0, 2.0]"
the sorrento,"(1.0, 1.5]","(1.0, 2.0]"
the sound,"(0.0, 1.0]","(2.0, 3.0]"
the springbloom,"(1.5, 2.0]","(1.0, 2.0]"
the sunny spring,"(1.0, 1.5]","(1.0, 2.0]"
the sunny spring,"(1.5, 2.0]","(1.0, 2.0]"
the sunnydale,"(1.0, 1.5]","(1.0, 2.0]"
the taipan,"(1.5, 2.0]","(1.0, 2.0]"
the tampines trilliant,"(0.0, 1.0]","(1.0, 2.0]"
the tampines trilliant,"(1.0, 1.5]","(1.0, 2.0]"
the tampines trilliant,"(2.0, 2.5]","(1.0, 2.0]"
the tapestry,"(0.0, 1.0]","(1.0, 2.0]"
the tate residences,"(1.5, 2.0]","(3.0, 4.0]"
the tate residences,"(3.0, 4.0]","(3.0, 4.0]"
the tate residences,"(5.0, 15.0]","(6.5, 8.6]"
the tembusu,"(0.0, 1.0]","(1.0, 2.0]"
the tembusu,"(1.0, 1.5]","(1.0, 2.0]"
the tennery,"(0.0, 1.0]","(1.0, 2.0]"
the terrace,"(0.0, 1.0]","(1.0, 2.0]"
the terrace,"(1.0, 1.5]","(0.0, 1.0]"
the tessarina,"(1.0, 1.5]","(2.0, 3.0]"
the tessarina,"(3.0, 4.0]","(1.0, 2.0]"
the tier,"(0.0, 1.0]","(1.0, 2.0]"
the topiary,"(0.0, 1.0]","(1.0, 2.0]"
the topiary,"(1.0, 1.5]","(1.0, 2.0]"
the tre ver,"(0.0, 1.0]","(2.0, 3.0]"
the tre ver,"(1.0, 1.5]","(1.0, 2.0]"
the tresor,"(2.0, 2.5]","(2.0, 3.0]"
the trevose,"(1.0, 1.5]","(1.0, 2.0]"
the trevose,"(3.0, 4.0]","(1.0, 2.0]"
the trilinq,"(0.0, 1.0]","(1.0, 2.0]"
the trilinq,"(1.0, 1.5]","(1.0, 2.0]"
the trilinq,"(1.5, 2.0]","(1.0, 2.0]"
the trilinq,"(3.0, 4.0]","(1.0, 2.0]"
the trilinq,"(4.0, 5.0]","(1.0, 2.0]"
the trillium,"(1.5, 2.0]","(2.0, 3.0]"
the trillium,"(2.0, 2.5]","(2.0, 3.0]"
the trillium,"(5.0, 15.0]","(4.0, 5.0]"
the trizon,"(1.0, 1.5]","(2.0, 3.0]"
the trizon,"(1.5, 2.0]","(2.0, 3.0]"
the trizon,"(2.0, 2.5]","(1.0, 2.0]"
the trizon,"(3.0, 4.0]","(1.0, 2.0]"
the tropica,"(1.0, 1.5]","(1.0, 2.0]"
the tropica,"(1.5, 2.0]","(1.0, 2.0]"
the trumps,"(1.0, 1.5]","(1.0, 2.0]"
the trumps,"(1.5, 2.0]","(1.0, 2.0]"
the urbanite,"(0.0, 1.0]","(1.0, 2.0]"
the urbanite,"(1.0, 1.5]","(1.0, 2.0]"
the vales,"(0.0, 1.0]","(1.0, 2.0]"
the vales,"(1.0, 1.5]","(1.0, 2.0]"
the vanderlint,"(0.0, 1.0]","(1.0, 2.0]"
the venue residences,"(0.0, 1.0]","(1.0, 2.0]"
the venue residences,"(1.0, 1.5]","(1.0, 2.0]"
the verandah residences,"(0.0, 1.0]","(2.0, 3.0]"
the verandah residences,"(1.0, 1.5]","(2.0, 3.0]"
the vermont on cairnhill,"(0.0, 1.0]","(3.0, 4.0]"
the vermont on cairnhill,"(1.0, 1.5]","(2.0, 3.0]"
the vermont on cairnhill,"(1.5, 2.0]","(2.0, 3.0]"
the vermont on cairnhill,"(4.0, 5.0]","(2.0, 3.0]"
the vermont on cairnhill,"(5.0, 15.0]","(2.0, 3.0]"
the verv @ rv,"(1.0, 1.5]","(2.0, 3.0]"
the verve,"(0.0, 1.0]","(1.0, 2.0]"
the verve,"(1.0, 1.5]","(1.0, 2.0]"
the view @ meyer,"(1.5, 2.0]","(2.0, 3.0]"
the vines,"(1.5, 2.0]","(1.0, 2.0]"
the viridian,"(0.0, 1.0]","(1.0, 2.0]"
the viridian,"(1.0, 1.5]","(1.0, 2.0]"
the viridian,"(3.0, 4.0]","(1.0, 2.0]"
the vision,"(0.0, 1.0]","(1.0, 2.0]"
the vision,"(1.0, 1.5]","(1.0, 2.0]"
the vue,"(0.0, 1.0]","(1.0, 2.0]"
the warren,"(1.0, 1.5]","(1.0, 2.0]"
the water edge,"(0.0, 1.0]","(1.0, 2.0]"
the watergardens at canberra,"(0.0, 1.0]","(1.0, 2.0]"
the watergardens at canberra,"(1.0, 1.5]","(1.0, 2.0]"
the watergardens at canberra,"(1.5, 2.0]","(1.0, 2.0]"
the waterina,"(1.0, 1.5]","(1.0, 2.0]"
the waterline,"(0.0, 1.0]","(1.0, 2.0]"
the waterline,"(1.0, 1.5]","(1.0, 2.0]"
the waterside,"(2.0, 2.5]","(1.0, 2.0]"
the wharf residence,"(1.0, 1.5]","(2.0, 3.0]"
the wharf residence,"(1.5, 2.0]","(2.0, 3.0]"
the windsor,"(2.0, 2.5]","(1.0, 2.0]"
the wisteria,"(0.0, 1.0]","(1.0, 2.0]"
the wisteria,"(1.0, 1.5]","(1.0, 2.0]"
the woodgrove,"(0.0, 1.0]","(1.0, 2.0]"
the woodgrove,"(1.0, 1.5]","(0.0, 1.0]"
the woodleigh residences,"(0.0, 1.0]","(2.0, 3.0]"
the woodleigh residences,"(1.0, 1.5]","(2.0, 3.0]"
thomson 800,"(1.0, 1.5]","(2.0, 3.0]"
thomson euro-asia,"(0.0, 1.0]","(2.0, 3.0]"
thomson euro-asia,"(1.0, 1.5]","(2.0, 3.0]"
thomson grand,"(0.0, 1.0]","(1.0, 2.0]"
thomson grand,"(1.0, 1.5]","(1.0, 2.0]"
thomson grand,"(1.5, 2.0]","(1.0, 2.0]"
thomson grand,"(5.0, 15.0]","(0.0, 1.0]"
thomson imperial court,"(2.0, 2.5]","(1.0, 2.0]"
thomson impressions,"(0.0, 1.0]","(1.0, 2.0]"
thomson impressions,"(1.0, 1.5]","(1.0, 2.0]"
thomson three,"(0.0, 1.0]","(1.0, 2.0]"
thomson three,"(1.0, 1.5]","(1.0, 2.0]"
thomson three,"(3.0, 4.0]","(1.0, 2.0]"
thomson v one,"(0.0, 1.0]","(1.0, 2.0]"
thomson v two,"(0.0, 1.0]","(2.0, 3.0]"
three 11,"(0.0, 1.0]","(2.0, 3.0]"
three balmoral,"(0.0, 1.0]","(3.0, 4.0]"
three balmoral,"(1.5, 2.0]","(2.0, 3.0]"
three balmoral,"(3.0, 4.0]","(1.0, 2.0]"
three three robin,"(1.0, 1.5]","(2.0, 3.0]"
three three robin,"(1.5, 2.0]","(2.0, 3.0]"
three three robin,"(5.0, 15.0]","(1.0, 2.0]"
tiara,"(0.0, 1.0]","(2.0, 3.0]"
tiara,"(1.0, 1.5]","(2.0, 3.0]"
tiara,"(1.5, 2.0]","(2.0, 3.0]"
tierra vue,"(1.0, 1.5]","(2.0, 3.0]"
tiong bahru estate,"(0.0, 1.0]","(1.0, 2.0]"
tiong bahru estate,"(1.0, 1.5]","(1.0, 2.0]"
tivoli grande,"(0.0, 1.0]","(1.0, 2.0]"
tivoli grande,"(1.0, 1.5]","(1.0, 2.0]"
tivoli lodge,"(1.0, 1.5]","(1.0, 2.0]"
toh tuck place,"(0.0, 1.0]","(1.0, 2.0]"
toh tuck road,"(0.0, 1.0]","(1.0, 2.0]"
tomlinson heights,"(2.5, 3.0]","(3.0, 4.0]"
torieview mansions,"(1.0, 1.5]","(1.0, 2.0]"
townhouse apartments,"(2.5, 3.0]","(1.0, 2.0]"
townhouse apartments,"(3.0, 4.0]","(1.0, 2.0]"
tre residences,"(0.0, 1.0]","(1.0, 2.0]"
treasure at tampines,"(0.0, 1.0]","(1.0, 2.0]"
treasure at tampines,"(1.0, 1.5]","(1.0, 2.0]"
treasure at tampines,"(1.5, 2.0]","(1.0, 2.0]"
treasure crest,"(1.0, 1.5]","(1.0, 2.0]"
treasure loft,"(0.0, 1.0]","(1.0, 2.0]"
tree house,"(0.0, 1.0]","(1.0, 2.0]"
tree house,"(1.0, 1.5]","(1.0, 2.0]"
treescape,"(1.0, 1.5]","(1.0, 2.0]"
trellis towers,"(0.0, 1.0]","(1.0, 2.0]"
trellis towers,"(1.0, 1.5]","(1.0, 2.0]"
tresalveo,"(0.0, 1.0]","(1.0, 2.0]"
tresalveo,"(1.5, 2.0]","(1.0, 2.0]"
trevista,"(0.0, 1.0]","(1.0, 2.0]"
trevista,"(1.0, 1.5]","(1.0, 2.0]"
trevista,"(1.5, 2.0]","(1.0, 2.0]"
trevose crescent,"(3.0, 4.0]","(2.0, 3.0]"
trevose park,"(1.5, 2.0]","(2.0, 3.0]"
tribeca,"(0.0, 1.0]","(2.0, 3.0]"
tribeca,"(1.5, 2.0]","(3.0, 4.0]"
trilight,"(1.0, 1.5]","(2.0, 3.0]"
trilight,"(2.0, 2.5]","(2.0, 3.0]"
trilight,"(5.0, 15.0]","(2.0, 3.0]"
trilive,"(0.0, 1.0]","(2.0, 3.0]"
trilive,"(1.0, 1.5]","(1.0, 2.0]"
tropical spring,"(1.0, 1.5]","(1.0, 2.0]"
tropika east,"(0.0, 1.0]","(1.0, 2.0]"
tropika east,"(1.0, 1.5]","(1.0, 2.0]"
turquoise,"(2.0, 2.5]","(1.0, 2.0]"
turquoise,"(2.5, 3.0]","(1.0, 2.0]"
turquoise,"(3.0, 4.0]","(1.0, 2.0]"
twentyone angullia park,"(1.0, 1.5]","(4.0, 5.0]"
twentyone angullia park,"(1.5, 2.0]","(4.0, 5.0]"
twentyone angullia park,"(2.0, 2.5]","(4.0, 5.0]"
twentyone angullia park,"(2.5, 3.0]","(4.0, 5.0]"
twentyone angullia park,"(3.0, 4.0]","(4.0, 5.0]"
twin fountains,"(1.0, 1.5]","(1.0, 2.0]"
twin heights,"(1.0, 1.5]","(1.0, 2.0]"
twin regency,"(1.0, 1.5]","(2.0, 3.0]"
twin vew,"(0.0, 1.0]","(1.0, 2.0]"
twin vew,"(1.0, 1.5]","(1.0, 2.0]"
twin vew,"(1.5, 2.0]","(1.0, 2.0]"
twin waterfalls,"(0.0, 1.0]","(1.0, 2.0]"
twin waterfalls,"(1.0, 1.5]","(1.0, 2.0]"
twin waterfalls,"(1.5, 2.0]","(1.0, 2.0]"
tyrwhitt 139,"(0.0, 1.0]","(1.0, 2.0]"
ue square,"(0.0, 1.0]","(2.0, 3.0]"
ue square,"(1.0, 1.5]","(2.0, 3.0]"
ue square,"(1.5, 2.0]","(2.0, 3.0]"
ue square,"(3.0, 4.0]","(2.0, 3.0]"
up@robertson quay,"(0.0, 1.0]","(2.0, 3.0]"
up@robertson quay,"(1.0, 1.5]","(2.0, 3.0]"
upper boon keng road,"(0.0, 1.0]","(1.0, 2.0]"
upper boon keng road,"(1.0, 1.5]","(1.0, 2.0]"
upper changi road north,"(1.0, 1.5]","(1.0, 2.0]"
upper changi road north,"(1.5, 2.0]","(1.0, 2.0]"
uptown @ farrer,"(0.0, 1.0]","(2.0, 3.0]"
uptown @ farrer,"(1.0, 1.5]","(1.0, 2.0]"
uptown @ farrer,"(1.5, 2.0]","(1.0, 2.0]"
uptown @ farrer,"(2.0, 2.5]","(2.0, 3.0]"
urban edge @ holland v,"(0.0, 1.0]","(2.0, 3.0]"
urban heritage,"(0.0, 1.0]","(1.0, 2.0]"
urban lofts,"(0.0, 1.0]","(1.0, 2.0]"
urban residences,"(0.0, 1.0]","(1.0, 2.0]"
urban resort condominium,"(2.5, 3.0]","(3.0, 4.0]"
urban suites,"(1.0, 1.5]","(3.0, 4.0]"
urban suites,"(1.5, 2.0]","(3.0, 4.0]"
urban suites,"(2.0, 2.5]","(3.0, 4.0]"
urban suites,"(3.0, 4.0]","(3.0, 4.0]"
urban treasures,"(0.0, 1.0]","(2.0, 3.0]"
urban treasures,"(1.0, 1.5]","(2.0, 3.0]"
urban vista,"(0.0, 1.0]","(1.0, 2.0]"
urban vista,"(1.0, 1.5]","(1.0, 2.0]"
urbana,"(1.0, 1.5]","(2.0, 3.0]"
v on shenton,"(0.0, 1.0]","(2.0, 3.0]"
v on shenton,"(1.0, 1.5]","(2.0, 3.0]"
v on shenton,"(1.5, 2.0]","(2.0, 3.0]"
v on shenton,"(5.0, 15.0]","(3.0, 4.0]"
va residences,"(0.0, 1.0]","(1.0, 2.0]"
va residences,"(1.5, 2.0]","(1.0, 2.0]"
